1,6,0,1.60751,0.597933
1,8,0,1.60735,0.597767
1,10,0,1.60378,0.594204
1,12,0,1.60467,0.595087
1,14,0,1.60524,0.595654
1,16,0,1.60774,0.598158
1,18,0,1.60713,0.597545
1,6,0,1.56796,0.5955
1,8,0,1.56438,0.591923
1,10,0,1.56214,0.589686
1,12,0,1.57036,0.597909
1,14,0,1.56813,0.595671
1,16,0,1.57034,0.597888
1,18,0,1.57034,0.597888
1,6,0,1.52956,0.593033
1,8,0,1.53097,0.594447
1,10,0,1.52995,0.593425
1,12,0,1.53797,0.601445
1,14,0,1.54177,0.605243
1,16,0,1.54108,0.604558
1,18,0,1.54108,0.604558
1,6,0,1.5044,0.594221
1,8,0,1.51021,0.600031
1,10,0,1.52364,0.613461
1,12,0,1.5206,0.610424
1,14,0,1.51996,0.609783
1,16,0,1.52104,0.610857
1,18,0,1.52104,0.610857
1,6,0,1.57347,0.596229
1,8,0,1.56622,0.588979
1,10,0,1.58505,0.607805
1,12,0,1.58858,0.611338
1,14,0,1.58696,0.609719
1,16,0,1.58772,0.610475
1,18,0,1.58829,0.611046
