0,6,0,1.60623,0.596649
0,8,0,1.60559,0.596008
0,10,0,1.6038,0.594224
0,12,0,1.60746,0.59788
0,14,0,1.60908,0.599501
0,16,0,1.60448,0.594897
0,18,0,1.60779,0.59821
0,6,0,1.55049,0.578034
0,8,0,1.57592,0.603469
0,10,0,1.57792,0.605462
0,12,0,1.56488,0.592427
0,14,0,1.56414,0.591686
0,16,0,1.56679,0.594334
0,18,0,1.56747,0.595018
0,6,0,1.51167,0.575143
0,8,0,1.51271,0.576182
0,10,0,1.51303,0.576499
0,12,0,1.5205,0.583972
0,14,0,1.51567,0.579143
0,16,0,1.51831,0.581779
0,18,0,1.51512,0.578592
0,6,0,1.50618,0.596
0,8,0,1.52469,0.614514
0,10,0,1.53171,0.621535
0,12,0,1.53856,0.628385
0,14,0,1.5358,0.625624
0,16,0,1.53611,0.625928
0,18,0,1.53563,0.625453
0,6,0,1.57204,0.594792
0,8,0,1.59018,0.612934
0,10,0,1.59153,0.614282
0,12,0,1.59334,0.616095
0,14,0,1.59512,0.617872
0,16,0,1.59807,0.620824
0,18,0,1.60092,0.623677
