0.642166 vs. 1
0.566959 vs. 1
0.96 vs. 1
0.640135 vs. 1
0.301065 vs. 1
0.642166 vs. 1
-0.739437 vs. 0
-0.493671 vs. -1
0.566959 vs. 1
0.566959 vs. 1
-0.493671 vs. 1
0.642166 vs. 1
0.607686 vs. -1
0.641393 vs. 1
0.607686 vs. 1
0.640135 vs. -1
0.728261 vs. 1
0.301065 vs. -1
0.607686 vs. -1
0.607686 vs. 1
0.641393 vs. -1
-0.493671 vs. -1
0.301065 vs. 1
0.855422 vs. 1
0.855422 vs. 1
0.855422 vs. 1
-0.493671 vs. 1
0.607686 vs. 0
-0.493671 vs. -1
0.607686 vs. -1
0.640135 vs. 1
0.855422 vs. 1
0.921027 vs. 1
0.642166 vs. 1
-0.739437 vs. -1
0.640135 vs. -1
0.642166 vs. 1
0.579545 vs. 0
-0.647059 vs. -1
0.809659 vs. 1
0.641393 vs. -1
-0.739437 vs. 0
0.640135 vs. 1
0.855422 vs. -1
0.607686 vs. -1
0.640135 vs. 1
0.607686 vs. 1
0.607686 vs. 1
0.640135 vs. 1
0.921027 vs. 1
0.855422 vs. -1
0.607686 vs. 1
0.71875 vs. -1
0.607686 vs. 1
0.855422 vs. 1
0.607686 vs. 1
0.236295 vs. 0
0.835165 vs. -1
0.607686 vs. -1
0.42487 vs. -1
0.301065 vs. 1
0.236295 vs. 1
0.607686 vs. -1
0.236295 vs. -1
0.607686 vs. 0
0.96 vs. 1
0.641393 vs. -1
0.236295 vs. 1
0.566959 vs. 1
0.640135 vs. 1
0.607686 vs. 1
0.607686 vs. 1
0.0833333 vs. -1
0.642166 vs. 1
0.301065 vs. -1
0.607686 vs. -1
0.921027 vs. 1
0.686825 vs. 1
0.301065 vs. 0
-0.493671 vs. -1
0.641393 vs. 0
0.607686 vs. -1
0.566959 vs. -1
0.641393 vs. -1
0.607686 vs. 1
0.236295 vs. 1
0.607686 vs. 1
0.566959 vs. 1
0.301065 vs. 1
0.835165 vs. 1
0.566959 vs. 1
0.855422 vs. 1
-0.493671 vs. -1
0.855422 vs. -1
0.607686 vs. 1
0.566959 vs. 0
0.566959 vs. 1
0.236295 vs. -1
0.607686 vs. 1
0.236295 vs. -1
-0.578947 vs. -1
0.641393 vs. -1
0.607686 vs. -1
0.640135 vs. -1
0.607686 vs. 1
0.566959 vs. -1
0.607686 vs. -1
0.301065 vs. -1
0.301065 vs. -1
0.301065 vs. -1
0.641393 vs. -1
0.607686 vs. 1
0.566959 vs. -1
0.301065 vs. -1
0.607686 vs. -1
0.921027 vs. 1
0.641393 vs. -1
0.607686 vs. -1
0.607686 vs. 1
0.607686 vs. 0
0.641393 vs. -1
0.236295 vs. -1
0.566959 vs. 1
0.236295 vs. 1
0.236295 vs. 1
0.301065 vs. -1
0.642166 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.236295 vs. 1
0.301065 vs. -1
0.236295 vs. 1
0.566959 vs. -1
0.751938 vs. 1
0.236295 vs. -1
0.333333 vs. -1
0.640135 vs. 1
0.236295 vs. 1
0.921027 vs. -1
0.921027 vs. 1
0.642166 vs. -1
0.566959 vs. 1
0.641393 vs. -1
0.921027 vs. -1
0.388889 vs. -1
0.642166 vs. -1
0.566959 vs. 0
0.301065 vs. -1
0.641393 vs. -1
-0.88 vs. -1
0.0609756 vs. -1
0.301065 vs. 0
0.607686 vs. 0
0.641393 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.641393 vs. -1
0.566959 vs. -1
0.642166 vs. -1
0.921027 vs. -1
0.835165 vs. -1
0.641393 vs. -1
0.642166 vs. -1
0.641393 vs. -1
0.640135 vs. 1
0.579545 vs. -1
0.566959 vs. -1
0.641393 vs. -1
0.566959 vs. 1
0.566959 vs. 1
0.921027 vs. 1
0.641393 vs. -1
0.566959 vs. 1
0.607686 vs. 1
0.641393 vs. -1
0.566959 vs. 1
0.566959 vs. -1
0.566959 vs. -1
0.236295 vs. 1
0.641393 vs. -1
0.236295 vs. -1
0.921027 vs. 1
0.024 vs. 0
0.921027 vs. -1
0.607686 vs. 1
0.641393 vs. -1
0.566959 vs. 1
0.993047 vs. 1
0.236295 vs. -1
0.236295 vs. -1
0.607686 vs. -1
0.642166 vs. -1
0.375 vs. -1
0.301065 vs. -1
0.236295 vs. -1
0.236295 vs. -1
0.566959 vs. -1
0.236295 vs. -1
0.236295 vs. -1
0.236295 vs. 0
0.607686 vs. 1
0.236295 vs. -1
0.686825 vs. 1
0.566959 vs. 0
0.640135 vs. -1
0.641393 vs. -1
0.236295 vs. -1
0.566959 vs. 1
0.0833333 vs. -1
0.993047 vs. 1
0.607686 vs. 1
0.607686 vs. -1
0.607686 vs. 1
0.607686 vs. 1
0.640135 vs. -1
0.301065 vs. 1
0.236295 vs. -1
0.301065 vs. 1
0.640135 vs. -1
0.641393 vs. -1
0.607686 vs. 1
0.301065 vs. -1
0.607686 vs. 1
0.641393 vs. -1
0.640135 vs. -1
0.301065 vs. 1
0.642166 vs. -1
0.607686 vs. 1
0.236295 vs. 1
0.642166 vs. -1
0.921027 vs. 0
0.642166 vs. 1
0.607686 vs. -1
0.751938 vs. -1
0.640135 vs. 1
0.301065 vs. -1
0.607686 vs. 1
0.607686 vs. 1
0.236295 vs. -1
0.921027 vs. 1
0.607686 vs. 1
0.641393 vs. 1
0.607686 vs. 1
0.71875 vs. -1
0.566959 vs. 1
0.921027 vs. -1
0.607686 vs. 1
0.641393 vs. -1
0.607686 vs. 1
0.607686 vs. 1
0.96 vs. 1
0.236295 vs. -1
0.607686 vs. 1
0.607686 vs. 0
0.566959 vs. 1
0.921027 vs. 1
0.607686 vs. 1
0.751938 vs. -1
0.566959 vs. 1
0.607686 vs. 1
0.301065 vs. 1
0.640135 vs. -1
0.566959 vs. 1
0.640135 vs. 1
0.921027 vs. -1
0.566959 vs. 1
0.566959 vs. 1
0.642166 vs. 1
0.642166 vs. -1
0.236295 vs. 1
0.96 vs. 1
0.607686 vs. 1
0.607686 vs. 1
0.236295 vs. 1
0.0609756 vs. -1
0.566959 vs. 1
0.640135 vs. 1
0.641393 vs. 1
0.566959 vs. 1
0.641393 vs. -1
0.809659 vs. 1
0.607686 vs. 1
0.566959 vs. 1
0.641393 vs. -1
0.607686 vs. 1
0.236295 vs. 1
0.607686 vs. 1
0.809659 vs. 1
0.642166 vs. 1
0.607686 vs. 1
0.641393 vs. -1
0.566959 vs. 1
0.921027 vs. 1
0.236295 vs. -1
0.566959 vs. 1
0.751938 vs. 1
0.751938 vs. 1
0.607686 vs. 0
0.640135 vs. -1
0.236295 vs. -1
0.640135 vs. 1
0.642166 vs. 1
0.566959 vs. 1
0.921027 vs. 1
0.566959 vs. 1
0.236295 vs. -1
0.642166 vs. 0
0.993047 vs. 1
0.566959 vs. 0
0.566959 vs. 1
0.642166 vs. -1
0.566959 vs. -1
0.607686 vs. 1
0.566959 vs. 1
0.607686 vs. 1
0.607686 vs. 1
0.566959 vs. 1
0.607686 vs. 1
0.642166 vs. -1
0.0609756 vs. -1
0.607686 vs. 1
0.236295 vs. -1
0.835165 vs. 0
0.835165 vs. 0
0.607686 vs. 1
0.686825 vs. 1
0.236295 vs. -1
0.0833333 vs. -1
0.640135 vs. -1
0.301065 vs. -1
0.301065 vs. 1
0.566959 vs. -1
0.642166 vs. -1
0.236295 vs. 0
0.236295 vs. 1
0.301065 vs. 1
0.921027 vs. -1
0.921027 vs. 1
0.301065 vs. 1
0.96 vs. 1
0.236295 vs. -1
0.566959 vs. 1
0.607686 vs. 1
0.921027 vs. 1
0.566959 vs. 1
0.642166 vs. 0
0.375 vs. -1
0.301065 vs. 1
0.301065 vs. 1
0.301065 vs. 1
0.566959 vs. 0
0.930915 vs. 1
0.809659 vs. 1
0.566959 vs. 1
0.921027 vs. 1
0.686825 vs. 1
0.566959 vs. 1
0.607686 vs. 1
0.566959 vs. 1
0.607686 vs. 0
0.566959 vs. 1
0.607686 vs. 1
0.0833333 vs. -1
0.607686 vs. 1
0.566959 vs. 1
0.607686 vs. 1
0.236295 vs. -1
0.486486 vs. 1
0.566959 vs. 1
0.640135 vs. 1
0.607686 vs. 1
0.607686 vs. 1
0.566959 vs. 1
0.642166 vs. 1
0.607686 vs. 1
0.641393 vs. 0
0.607686 vs. -1
0.607686 vs. 0
0.301065 vs. 1
0.301065 vs. 1
0.301065 vs. 1
0.607686 vs. 1
0.566959 vs. 1
0.921027 vs. -1
0.686825 vs. 1
0.641393 vs. -1
0.607686 vs. 1
0.640135 vs. 1
0.607686 vs. 1
0.686825 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. 0
0.993047 vs. 1
0.566959 vs. 1
0.686825 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.236295 vs. 1
0.566959 vs. 1
0.236295 vs. 0
0.96 vs. 1
0.835165 vs. -1
0.566959 vs. 1
0.301065 vs. 1
0.566959 vs. -1
0.642166 vs. 1
0.566959 vs. 1
0.751938 vs. 1
0.0609756 vs. -1
0.642166 vs. 1
0.686825 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. -1
-0.125 vs. -1
0.607686 vs. 1
0.301065 vs. 1
0.301065 vs. 1
0.566959 vs. -1
0.236295 vs. -1
0.566959 vs. 1
0.236295 vs. 1
0.566959 vs. 1
0.566959 vs. -1
0.642166 vs. -1
0.751938 vs. 1
0.566959 vs. 1
0.751938 vs. 1
0.640135 vs. 1
0.566959 vs. 1
0.236295 vs. 1
0.301065 vs. 1
0.835165 vs. -1
0.566959 vs. -1
0.566959 vs. 1
0.640135 vs. 1
0.640135 vs. 1
0.566959 vs. 1
0.640135 vs. 1
0.236295 vs. 1
0.566959 vs. -1
0.686825 vs. 1
0.921027 vs. 1
0.566959 vs. 1
0.236295 vs. -1
0.606061 vs. 1
0.921027 vs. 1
0.640135 vs. 1
0.566959 vs. 0
0.566959 vs. 1
0.96 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.751938 vs. 1
0.921027 vs. 1
0.566959 vs. 1
0.566959 vs. 1
-0.184638 vs. 1
0.809659 vs. 1
0.678161 vs. 1
0.566959 vs. 1
0.272329 vs. 1
0.272329 vs. 1
0.272329 vs. 1
0.566959 vs. 1
0.751938 vs. -1
0.272329 vs. 1
0.272329 vs. 1
0.566959 vs. 1
0.272329 vs. 1
0.566959 vs. 1
0.566959 vs. 0
0.686825 vs. 1
0.024 vs. 1
0.301065 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. -1
0.642166 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.640135 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.607686 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.301065 vs. -1
0.301065 vs. 1
0.566959 vs. -1
0.301065 vs. 1
0.921027 vs. 1
0.301065 vs. 1
0.181818 vs. -1
0.566959 vs. 1
0.301065 vs. 1
0.751938 vs. 1
0.301065 vs. 1
0.236295 vs. 1
0.236295 vs. 1
0.301065 vs. -1
0.566959 vs. 1
0.153846 vs. -1
0.566959 vs. 0
0.301065 vs. 1
0.301065 vs. 1
0.566959 vs. -1
0.566959 vs. -1
0.301065 vs. 1
0.640135 vs. 1
0.566959 vs. 1
0.607686 vs. 0
0.272329 vs. 1
0.236295 vs. 1
0.566959 vs. -1
0.566959 vs. -1
0.301065 vs. 1
0.586466 vs. -1
0.181818 vs. -1
0.301065 vs. 1
0.566959 vs. 1
0.586466 vs. -1
0.607686 vs. 1
0.640135 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.840391 vs. -1
-0.493671 vs. -1
0.236295 vs. 1
0.566959 vs. 0
0.301065 vs. 1
0.566959 vs. 1
0.301065 vs. 1
0.272329 vs. 1
0.301065 vs. 1
0.236295 vs. 0
0.301065 vs. 1
0.301065 vs. 1
0.181818 vs. -1
0.301065 vs. 1
0.640135 vs. 1
0.301065 vs. -1
0.301065 vs. -1
0.181818 vs. -1
0.566959 vs. 1
0.921027 vs. 1
0.236295 vs. 1
0.301065 vs. 1
0.566959 vs. 1
0.586466 vs. -1
0.686825 vs. 1
0.566959 vs. 1
0.301065 vs. 1
0.840391 vs. 0
0.301065 vs. -1
0.236295 vs. 1
0.301065 vs. -1
0.236295 vs. 1
0.301065 vs. 1
0.566959 vs. -1
0.607686 vs. 1
0.921027 vs. 1
0.566959 vs. -1
0.566959 vs. 1
0.272329 vs. 1
0.566959 vs. -1
0.840391 vs. 1
0.272329 vs. 1
0.301065 vs. -1
0.891566 vs. 1
0.566959 vs. -1
0.301065 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.486486 vs. -1
0.236295 vs. 0
0.301065 vs. 0
0.809659 vs. 1
0.0153846 vs. 1
0.566959 vs. 1
0.586466 vs. -1
0.566959 vs. -1
0.566959 vs. -1
0.586466 vs. -1
0.566959 vs. 0
0.301065 vs. -1
0.181818 vs. -1
0.840391 vs. 1
0.0609756 vs. -1
0.301065 vs. -1
0.42487 vs. -1
-0.88 vs. -1
-0.272727 vs. 0
0.301065 vs. 1
0.566959 vs. 1
0.301065 vs. -1
0.301065 vs. 1
0.566959 vs. 1
0.0609756 vs. -1
0.686825 vs. 1
0.0609756 vs. -1
0.236295 vs. -1
0.236295 vs. -1
0.640135 vs. 0
0.301065 vs. -1
0.236295 vs. -1
0.840391 vs. -1
0.566959 vs. 1
0.181818 vs. -1
0.236295 vs. 1
0.301065 vs. 1
0.301065 vs. -1
0.566959 vs. -1
0.840391 vs. -1
0.301065 vs. -1
0.301065 vs. 1
0.301065 vs. 1
0.566959 vs. -1
0.0609756 vs. 1
0.42487 vs. -1
0.301065 vs. -1
0.640135 vs. 1
0.236295 vs. 1
-0.373737 vs. -1
0.640135 vs. 1
0.840391 vs. -1
0.566959 vs. 0
0.236295 vs. 1
0.566959 vs. -1
0.566959 vs. 1
0.566959 vs. 1
0.686825 vs. 1
0.640135 vs. 1
0.0609756 vs. -1
0.0609756 vs. -1
0.236295 vs. 1
-0.464516 vs. -1
0.0153846 vs. -1
0.0153846 vs. -1
0.566959 vs. -1
-0.464516 vs. -1
0.42487 vs. -1
0.0609756 vs. -1
0.921027 vs. 0
0.0153846 vs. 1
0.42487 vs. -1
-0.88 vs. -1
0.835165 vs. 0
0.0609756 vs. -1
0.607686 vs. 1
-0.464516 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.301065 vs. 1
0.0609756 vs. -1
0.566959 vs. -1
0.42487 vs. -1
0.0609756 vs. -1
0.236295 vs. 0
0.566959 vs. 1
0.301065 vs. -1
0.640135 vs. 1
0.42487 vs. -1
0.0609756 vs. -1
-0.464516 vs. -1
0.0609756 vs. -1
-0.534091 vs. -1
0.42487 vs. -1
0.566959 vs. -1
-0.464516 vs. -1
0.579545 vs. 1
0.579545 vs. 1
0.0609756 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.579545 vs. 1
0.301065 vs. -1
0.840391 vs. 1
0.236295 vs. -1
0.579545 vs. 1
0.0609756 vs. -1
0.579545 vs. 1
-0.761905 vs. -1
0.640135 vs. 1
0.872727 vs. -1
0.579545 vs. 1
0.42487 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.0609756 vs. -1
0.566959 vs. 0
0.0609756 vs. -1
0.640135 vs. 1
0.566959 vs. -1
0.0609756 vs. -1
0.42487 vs. -1
0.236295 vs. -1
0.301065 vs. -1
0.42487 vs. -1
0.566959 vs. 1
0.0609756 vs. -1
0.236295 vs. 1
-0.464516 vs. -1
0.121212 vs. -1
-0.534091 vs. -1
0.640135 vs. -1
0.236295 vs. 1
0.566959 vs. -1
0.236295 vs. 1
0.236295 vs. -1
0.236295 vs. 1
0.301065 vs. -1
0.96 vs. 1
0.236295 vs. 1
-0.464516 vs. -1
0.236295 vs. -1
0.641393 vs. -1
0.96 vs. 1
0.566959 vs. 1
0.640135 vs. 1
0.301065 vs. 0
0.921027 vs. 1
0.236295 vs. -1
0.641393 vs. -1
0.0609756 vs. -1
0.236295 vs. -1
0.641393 vs. 1
0.301065 vs. -1
0.566959 vs. 1
0.840391 vs. 1
0.236295 vs. 1
0.236295 vs. -1
-0.534091 vs. -1
0.0609756 vs. -1
0.236295 vs. 1
0.236295 vs. 0
0.855422 vs. 0
0.686825 vs. 1
0.0833333 vs. -1
0.566959 vs. 1
0.236295 vs. -1
0.236295 vs. -1
0.301065 vs. -1
0.236295 vs. 1
0.8 vs. -1
0.566959 vs. -1
0.686825 vs. 1
0.236295 vs. -1
0.301065 vs. -1
0.641393 vs. -1
0.566959 vs. 1
0.301065 vs. 1
0.236295 vs. 1
0.301065 vs. 1
0.236295 vs. 0
0.301065 vs. 1
0.301065 vs. -1
0.0609756 vs. -1
0.301065 vs. -1
0.566959 vs. 1
0.566959 vs. 1
0.872727 vs. 1
0.236295 vs. 1
0.236295 vs. -1
0.301065 vs. -1
0.686825 vs. 0
0.642166 vs. 1
0.301065 vs. -1
0.301065 vs. 1
0.341463 vs. 1
0.301065 vs. 1
0.301065 vs. 0
0.921027 vs. 1
0.42487 vs. -1
0.641393 vs. -1
0.641393 vs. -1
0.301065 vs. -1
0.301065 vs. -1
0.640135 vs. 1
0.566959 vs. 1
0.566959 vs. 1
0.301065 vs. -1
0.0609756 vs. 1
-0.464516 vs. -1
0.236295 vs. 1
0.566959 vs. -1
0.640135 vs. 1
0.301065 vs. 1
0.301065 vs. 1
0.0609756 vs. -1
-0.464516 vs. -1
0.301065 vs. -1
0.301065 vs. 0
0.566959 vs. -1
0.642166 vs. 1
0.641393 vs. -1
0.641393 vs. -1
0.640135 vs. 1
0.640135 vs. 1
0.301065 vs. 0
0.566959 vs. 1
0.236295 vs. -1
0.301065 vs. 1
0.641393 vs. 1
0.566959 vs. -1
0.566959 vs. 1
0.236295 vs. 1
0.642166 vs. 1
0.301065 vs. 1
0.642166 vs. -1
0.236295 vs. 0
0.236295 vs. 1
0.301065 vs. -1
0.0609756 vs. -1
0.751938 vs. 1
0.566959 vs. -1
0.607686 vs. 0
0.641393 vs. -1
0.301065 vs. 1
0.640135 vs. 0
0.301065 vs. 1
0.301065 vs. -1
0.642166 vs. 1
0.809659 vs. 1
0.301065 vs. -1
0.835165 vs. 1
0.301065 vs. 1
0.640135 vs. 0
0.777778 vs. -1
0.236295 vs. 1
0.301065 vs. -1
0.301065 vs. 1
0.642166 vs. -1
0.566959 vs. 1
0.640135 vs. 1
0.641393 vs. -1
0.236295 vs. 1
0.566959 vs. 0
0.607686 vs. 0
0.301065 vs. 0
0.921027 vs. 0
0.301065 vs. -1
0.809659 vs. 1
0.686825 vs. 1
0.641393 vs. -1
0.236295 vs. 0
0.566959 vs. -1
0.236295 vs. -1
0.640135 vs. 1
0.301065 vs. 0
0.566959 vs. -1
0.301065 vs. -1
0.486486 vs. 1
0.641393 vs. -1
0.686825 vs. 1
0.921027 vs. -1
0.641393 vs. -1
0.686825 vs. 1
0.301065 vs. -1
-0.88 vs. -1
0.566959 vs. -1
0.640135 vs. 1
0.0609756 vs. -1
0.566959 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.642166 vs. -1
0.301065 vs. 1
0.921027 vs. -1
0.640135 vs. 1
0.809659 vs. 1
0.641393 vs. -1
0.566959 vs. -1
0.301065 vs. -1
0.641393 vs. -1
0.641393 vs. -1
0.809659 vs. 0
0.641393 vs. -1
0.566959 vs. -1
0.640135 vs. 1
0.640135 vs. 1
0.236295 vs. -1
0.236295 vs. 1
0.301065 vs. -1
0.640135 vs. 0
0.236295 vs. -1
0.751938 vs. 1
0.641393 vs. -1
0.640135 vs. 1
0.236295 vs. 1
0.301065 vs. -1
0.641393 vs. -1
0.301065 vs. 1
0.236295 vs. 1
0.236295 vs. 1
0.301065 vs. -1
0.566959 vs. 0
0.301065 vs. -1
0.641393 vs. 0
0.642166 vs. -1
0.642166 vs. -1
0.921027 vs. 1
0.566959 vs. -1
0.236295 vs. 1
0.236295 vs. 1
0.641393 vs. -1
0.921027 vs. 1
0.640135 vs. 1
0.236295 vs. 1
0.236295 vs. 1
0.566959 vs. 1
0.236295 vs. 1
0.96 vs. 1
0.641393 vs. -1
0.835165 vs. 0
0.921027 vs. 0
0.236295 vs. -1
0.921027 vs. -1
0.566959 vs. -1
0.301065 vs. 0
0.301065 vs. 1
0.566959 vs. -1
0.801887 vs. 1
-0.739437 vs. -1
0.640135 vs. 1
0.642166 vs. -1
0.0609756 vs. 0
0.566959 vs. -1
0.301065 vs. -1
0.801887 vs. 1
0.801887 vs. 1
0.641393 vs. 1
-0.75 vs. -1
0.301065 vs. 1
0.801887 vs. 1
0.236295 vs. -1
0.301065 vs. -1
0.566959 vs. -1
0.236295 vs. 0
0.640135 vs. 1
0.686825 vs. 1
0.301065 vs. -1
0.301065 vs. 0
0.301065 vs. 1
0.236295 vs. -1
0.801887 vs. 1
0.640135 vs. -1
0.236295 vs. 0
0.301065 vs. -1
0.566959 vs. -1
0.236295 vs. 0
0.236295 vs. 1
0.930915 vs. 1
0.751938 vs. 0
0.96 vs. 1
0.642166 vs. -1
0.642166 vs. -1
0.301065 vs. -1
0.301065 vs. -1
0.301065 vs. -1
0.301065 vs. -1
0.642166 vs. -1
0.301065 vs. -1
0.642166 vs. -1
0.921027 vs. -1
0.640135 vs. 1
0.921027 vs. -1
0.301065 vs. -1
0.566959 vs. -1
0.921027 vs. 0
0.566959 vs. -1
0.566959 vs. -1
0.641393 vs. -1
0.640135 vs. 1
0.236295 vs. -1
0.301065 vs. -1
0.301065 vs. 1
0.640135 vs. 0
0.566959 vs. -1
0.301065 vs. -1
0.641393 vs. -1
0.301065 vs. -1
0.566959 vs. 0
0.301065 vs. -1
0.301065 vs. 0
0.301065 vs. 1
0.301065 vs. -1
0.0609756 vs. -1
0.301065 vs. -1
0.301065 vs. 1
0.641393 vs. 0
0.642166 vs. -1
0.642166 vs. -1
0.0833333 vs. -1
0.566959 vs. -1
0.641393 vs. 0
0.641393 vs. -1
0.642166 vs. -1
0.236295 vs. 1
0.642166 vs. -1
0.566959 vs. -1
0.236295 vs. 1
0.921027 vs. 1
0.236295 vs. 1
0.641393 vs. 0
0.566959 vs. 1
0.921027 vs. -1
0.809659 vs. -1
0.236295 vs. 1
0.301065 vs. 0
0.775148 vs. 1
0.640135 vs. 1
0.301065 vs. 1
0.801887 vs. 1
-0.125 vs. -1
0.835165 vs. 0
0.641393 vs. 0
0.777778 vs. -1
0.835165 vs. 1
0.801887 vs. 1
0.640135 vs. 1
0.236295 vs. -1
0.236295 vs. 1
0.96 vs. 1
0.751938 vs. 1
0.640135 vs. -1
0.301065 vs. 1
0.641393 vs. -1
0.921027 vs. -1
-0.125 vs. -1
0.921027 vs. -1
0.301065 vs. 1
0.921027 vs. -1
0.921027 vs. -1
0.236295 vs. 1
0.301065 vs. -1
0.640135 vs. 1
0.236295 vs. 0
0.301065 vs. -1
0.96 vs. 1
0.301065 vs. -1
0.640135 vs. 1
0.921027 vs. 0
0.236295 vs. 0
0.641393 vs. -1
0.686825 vs. 1
0.640135 vs. 1
0.301065 vs. -1
0.236295 vs. -1
0.835165 vs. 0
0.809659 vs. -1
0.640135 vs. 1
0.236295 vs. 1
0.301065 vs. 1
0.301065 vs. 1
0.236295 vs. 1
0.641393 vs. -1
0.301065 vs. 1
0.301065 vs. 1
0.236295 vs. -1
0.642166 vs. -1
0.301065 vs. 1
0.301065 vs. 1
0.642166 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.301065 vs. 1
0.835165 vs. -1
0.921027 vs. 0
0.236295 vs. 0
0.566959 vs. 1
0.301065 vs. 0
0.236295 vs. 1
0.566959 vs. -1
0.236295 vs. -1
0.641393 vs. -1
0.236295 vs. 0
0.642166 vs. 0
0.301065 vs. 1
0.642166 vs. -1
0.566959 vs. 1
0.301065 vs. -1
0.686825 vs. 1
0.236295 vs. 1
0.301065 vs. 1
0.96 vs. 1
0.301065 vs. 1
0.301065 vs. 0
0.777778 vs. -1
0.566959 vs. -1
0.301065 vs. 1
0.642166 vs. -1
0.809659 vs. 0
0.566959 vs. -1
0.566959 vs. 0
0.566959 vs. 1
0.921027 vs. -1
0.566959 vs. 1
0.642166 vs. -1
